No,양식장,날짜,라벨,라벨2(어장_수조_샘플번호_날짜_길이_무게_사이즈),체장(mm),체중(g),수조번호,사육미수,일일폐사량,사료정보,일일 사료 급이량(KG),투약일자,약품명,투여량(ML 또는 L),투여단위,투여방법,기타사항,검출 병원체
1856,HM,220901,HM090106,F03_U01_O1856_D2022-09-01_L280_W0235_S2,280,235,A20,6000 ,8,생사료(MP),100,,,,,,,00000017
1857,HM,220901,HM090107,F03_U01_O1857_D2022-09-01_L285_W0268_S2,285,268,A20,6000 ,8,생사료(MP),100,,,,,,,00001117
1858,HM,220901,HM090108,F03_U01_O1858_D2022-09-01_L260_W0206_S2,260,206,A20,6000 ,8,생사료(MP),100,,,,,,,00000021
1859,HM,220901,HM090109,F03_U01_O1859_D2022-09-01_L315_W0400_S2,315,400,A20,6000 ,8,생사료(MP),100,,,,,,,00000021
1860,HM,220901,HM090110,F03_U01_O1860_D2022-09-01_L250_W0170_S1,250,170,A20,6000 ,8,생사료(MP),100,,,,,,,00000013
1861,HM,220901,HM090111,F03_U01_O1861_D2022-09-01_L265_W0192_S1,265,192,A20,6000 ,8,생사료(MP),100,,,,,,,00000021
1862,HM,220901,HM090112,F03_U01_O1862_D2022-09-01_L270_W0207_S2,270,207,A20,6000 ,8,생사료(MP),100,,,,,,,00000021
1863,HM,220901,HM090113,F03_U01_O1863_D2022-09-01_L300_W0332_S2,300,332,A20,6000 ,8,생사료(MP),100,,,,,,,00000017
1864,HM,220901,HM090114,F03_U01_O1864_D2022-09-01_L285_W0253_S2,205,253,A20,6000 ,8,생사료(MP),100,,,,,,,00000013
1865,HM,220901,HM090115,F03_U01_O1865_D2022-09-01_L255_W0179_S1,255,179,A20,6000 ,8,생사료(MP),100,,,,,,,00000021
1866,HM,220901,HM090116,F03_U01_O1866_D2022-09-01_L290_W0269_S2,290,269,A20,6000 ,8,생사료(MP),100,,,,,,,00011417
1867,HM,220901,HM090117,F03_U01_O1867_D2022-09-01_L210_W0104_S1,210,104,A20,6000 ,8,생사료(MP),100,,,,,,,00000017
1868,HM,220901,HM090118,F03_U01_O1868_D2022-09-01_L320_W0385_S2,320,385,A20,6000 ,8,생사료(MP),100,,,,,,,00000021
1869,HM,220901,HM090119,F03_U01_O1869_D2022-09-01_L280_W0247_S2,280,247,A20,6000 ,8,생사료(MP),100,,,,,,,00000017
1870,HM,220901,HM090120,F03_U01_O1870_D2022-09-01_L280_W0233_S2,280,233,A20,6000 ,8,생사료(MP),100,,,,,,,00000017
1871,HM,220901,HM090121,F03_U01_O1871_D2022-09-01_L280_W0233_S2,280,233,A20,6000 ,8,생사료(MP),100,,,,,,,00000017
1872,HM,220901,HM090122,F03_U01_O1872_D2022-09-01_L300_W0329_S2,300,329,A20,6000 ,8,생사료(MP),100,,,,,,,00000017
1873,IC,220901,IC090101,F02_U01_O1873_D2022-09-01_L355_W0613_S3,355,613,신설동1,2300 ,1,생사료(MP),60,,,,,,,00000613
1874,IC,220901,IC090102,F02_U01_O1874_D2022-09-01_L395_W0875_S3,395,875,신설동1,2300 ,1,생사료(MP),60,,,,,,,00061318
1875,IC,220901,IC090103,F02_U01_O1875_D2022-09-01_L360_W0619_S3,360,619,신설동1,2300 ,1,생사료(MP),60,,,,,,,00000613
1876,IC,220901,IC090104,F02_U01_O1876_D2022-09-01_L390_W0695_S3,390,695,신설동1,2300 ,1,생사료(MP),60,,,,,,,00000021
1877,IC,220901,IC090105,F02_U01_O1877_D2022-09-01_L410_W1077_S3,410,1077,신설동1,2300 ,1,생사료(MP),60,,,,,,,00000018
1878,IC,220901,IC090106,F02_U01_O1878_D2022-09-01_L370_W0653_S3,370,653,신설동1,2300 ,1,생사료(MP),60,,,,,,,00000213
1879,IC,220901,IC090107,F02_U01_O1879_D2022-09-01_L345_W0575_S3,345,575,신설동1,2300 ,1,생사료(MP),60,,,,,,,00000006
1880,IC,220901,IC090108,F02_U01_O1880_D2022-09-01_L355_W0550_S3,355,550,신설동1,2300 ,1,생사료(MP),60,,,,,,,02061318
1881,IC,220901,IC090109,F02_U01_O1881_D2022-09-01_L380_W0788_S3,380,788,신설동1,2300 ,1,생사료(MP),60,,,,,,,00000206
1882,IC,220901,IC090110,F02_U01_O1882_D2022-09-01_L390_W0748_S3,390,748,신설동1,2300 ,1,생사료(MP),60,,,,,,,00000006
1883,HM,220902,HM090201,F03_U01_O1883_D2022-09-02_L310_W0302_S2,310,302,A12,3400 ,6,생사료(MP),80,,,,,,,00001117
1884,HM,220902,HM090202,F03_U01_O1884_D2022-09-02_L300_W0344_S2,300,344,A12,3400 ,6,생사료(MP),80,,,,,,,00000021
1885,HM,220902,HM090203,F03_U01_O1885_D2022-09-02_L280_W0221_S2,280,221,A12,3400 ,6,생사료(MP),80,,,,,,,00000021
1886,HM,220902,HM090204,F03_U01_O1886_D2022-09-02_L270_W0186_S1,270,186,A12,3400 ,6,생사료(MP),80,,,,,,,00000021
1887,HM,220902,HM090205,F03_U01_O1887_D2022-09-02_L280_W0221_S2,280,221,A12,3400 ,6,생사료(MP),80,,,,,,,00000021
1888,HM,220902,HM090206,F03_U01_O1888_D2022-09-02_L285_W0211_S2,285,211,A12,3400 ,6,생사료(MP),80,,,,,,,00000021
1889,HM,220902,HM090207,F03_U01_O1889_D2022-09-02_L285_W0233_S2,285,233,A12,3400 ,6,생사료(MP),80,,,,,,,00000021
1890,HM,220902,HM090208,F03_U01_O1890_D2022-09-02_L295_W0263_S2,295,263,A12,3400 ,6,생사료(MP),80,,,,,,,00000021
1891,HM,220902,HM090209,F03_U01_O1891_D2022-09-02_L255_W0161_S1,255,161,A12,3400 ,6,생사료(MP),80,,,,,,,00000017
1892,HM,220902,HM090210,F03_U01_O1892_D2022-09-02_L285_W0239_S2,285,239,A12,3400 ,6,생사료(MP),80,,,,,,,00000001
1893,HM,220902,HM090211,F03_U01_O1893_D2022-09-02_L250_W0141_S1,250,141,A12,3400 ,6,생사료(MP),80,,,,,,,00000013
1894,HM,220902,HM090212,F03_U01_O1894_D2022-09-02_L275_W0206_S2,275,206,A12,3400 ,6,생사료(MP),80,,,,,,,00000017
1895,HM,220902,HM090213,F03_U01_O1895_D2022-09-02_L275_W0202_S2,275,202,A12,3400 ,6,생사료(MP),80,,,,,,,00000021
1896,HM,220902,HM090214,F03_U01_O1896_D2022-09-02_L300_W0280_S2,300,280,A12,3400 ,6,생사료(MP),80,,,,,,,00000021
1897,HM,220902,HM090215,F03_U01_O1897_D2022-09-02_L295_W0237_S2,295,237,A12,3400 ,6,생사료(MP),80,,,,,,,00000021
1898,HM,220902,HM090216,F03_U01_O1898_D2022-09-02_L280_W0198_S1,280,198,A12,3400 ,6,생사료(MP),80,,,,,,,00000021
1899,HM,220902,HM090217,F03_U01_O1899_D2022-09-02_L250_W0165_S1,250,165,A12,3400 ,6,생사료(MP),80,,,,,,,00000021
1900,HM,220902,HM090218,F03_U01_O1900_D2022-09-02_L270_W0206_S2,270,206,A12,3400 ,6,생사료(MP),80,,,,,,,00000017
1901,HM,220902,HM090219,F03_U01_O1901_D2022-09-02_L315_W0325_S2,315,325,A12,3400 ,6,생사료(MP),80,,,,,,,00000017
1902,HM,220902,HM090220,F03_U01_O1902_D2022-09-02_L305_W0294_S2,305,294,A12,3400 ,6,생사료(MP),80,,,,,,,00000017
1903,HM,220902,HM090221,F03_U01_O1903_D2022-09-02_L300_W0272_S2,300,272,A12,3400 ,6,생사료(MP),80,,,,,,,00000021
1904,HM,220902,HM090222,F03_U01_O1904_D2022-09-02_L290_W0236_S2,290,236,A12,3400 ,6,생사료(MP),80,,,,,,,00000017
1905,IC,220902,IC090201,F02_U01_O1905_D2022-09-02_L360_W0500_S2,360,500,신설동4,1000 ,1,생사료(MP),50,,,,,,,00000618
1906,IC,220902,IC090202,F02_U01_O1906_D2022-09-02_L370_W0496_S2,370,496,신설동4,1000 ,1,생사료(MP),50,,,,,,,00000613
1907,IC,220902,IC090203,F02_U01_O1907_D2022-09-02_L365_W0373_S2,365,373,신설동4,1000 ,1,생사료(MP),50,,,,,,,00000613
1908,IC,220902,IC090204,F02_U01_O1908_D2022-09-02_L380_W0540_S3,380,540,신설동4,1000 ,1,생사료(MP),50,,,,,,,00000206
1909,IC,220902,IC090205,F02_U01_O1909_D2022-09-02_L385_W0572_S3,385,572,신설동4,1000 ,1,생사료(MP),50,,,,,,,00000006
1910,IC,220902,IC090206,F02_U01_O1910_D2022-09-02_L380_W0667_S3,380,667,신설동4,1000 ,1,생사료(MP),50,,,,,,,00000006
1911,IC,220902,IC090207,F02_U01_O1911_D2022-09-02_L340_W0442_S2,340,442,신설동4,1000 ,1,생사료(MP),50,,,,,,,00000006
1912,IC,220902,IC090208,F02_U01_O1912_D2022-09-02_L435_W0923_S3,435,923,신설동4,1000 ,1,생사료(MP),50,,,,,,,00000006
1913,IC,220902,IC090209,F02_U01_O1913_D2022-09-02_L405_W0689_S3,405,689,신설동4,1000 ,1,생사료(MP),50,,,,,,,00000618
1914,TP,220902,TP090201,F04_U01_O1914_D2022-09-02_L350_W0304_S2,350,304,A1,3000 ,1,생사료(MP),80,,,,,,,00000006
1915,TP,220902,TP090202,F04_U01_O1915_D2022-09-02_L345_W0337_S2,345,337,A1,3000 ,1,생사료(MP),80,,,,,,,00000613
1916,TP,220902,TP090203,F04_U01_O1916_D2022-09-02_L315_W0338_S2,315,338,A2,3000 ,1,생사료(MP),80,,,,,,,00000613
1917,TP,220902,TP090204,F04_U01_O1917_D2022-09-02_L410_W0670_S3,410,670,A2,3000 ,1,생사료(MP),80,,,,,,,00000613
1918,TP,220902,TP090205,F04_U01_O1918_D2022-09-02_L325_W0355_S2,325,355,A3,3000 ,0,생사료(MP),80,,,,,,,06131819
1919,TP,220902,TP090206,F04_U01_O1919_D2022-09-02_L295_W0218_S2,295,218,A3,3000 ,0,생사료(MP),80,,,,,,,00000006
1920,TP,220902,TP090207,F04_U01_O1920_D2022-09-02_L285_W0243_S2,285,243,A4,3000 ,4,생사료(MP),70,,,,,,,00000006
1921,TP,220902,TP090208,F04_U01_O1921_D2022-09-02_L305_W0237_S2,305,237,A4,3000 ,4,생사료(MP),70,,,,,,,00000617
1922,TP,220902,TP090209,F04_U01_O1922_D2022-09-02_L310_W0176_S1,310,176,A5,3000 ,2,생사료(MP),80,,,,,,,00000006
1923,TP,220902,TP090210,F04_U01_O1923_D2022-09-02_L350_W0366_S2,350,366,A5,3000 ,2,생사료(MP),80,,,,,,,00000613
1924,TP,220902,TP090211,F04_U01_O1924_D2022-09-02_L325_W0310_S2,325,310,A6,3000 ,2,생사료(MP),80,,,,,,,00000006
1925,TP,220902,TP090212,F04_U01_O1925_D2022-09-02_L325_W0207_S2,325,207,A6,3000 ,2,생사료(MP),80,,,,,,,00000619
1926,TP,220902,TP090213,F04_U01_O1926_D2022-09-02_L650_W0415_S2,350,415,C1,2800 ,0,생사료(MP),80,,,,,,,00021319
1927,TP,220902,TP090214,F04_U01_O1927_D2022-09-02_L365_W0451_S2,365,415,C1,2800 ,0,생사료(MP),80,,,,,,,00000613
1928,TP,220902,TP090215,F04_U01_O1928_D2022-09-02_L315_W0277_S2,315,277,C2,2800 ,0,생사료(MP),80,,,,,,,00000021
1929,TP,220902,TP090216,F04_U01_O1929_D2022-09-02_L320_W0217_S2,320,217,C2,2800 ,0,생사료(MP),80,,,,,,,00000613
1930,TP,220902,TP090217,F04_U01_O1930_D2022-09-02_L310_W0230_S2,310,230,C3,2800 ,2,생사료(MP),80,,,,,,,00061317
1931,TP,220902,TP090218,F04_U01_O1931_D2022-09-02_L330_W0300_S2,330,300,C3,2800 ,2,생사료(MP),80,,,,,,,00000006
1932,TP,220902,TP090219,F04_U01_O1932_D2022-09-02_L360_W0433_S2,360,433,C4,2800 ,0,생사료(MP),80,,,,,,,00000613
1933,HM,220907,HM090701,F03_U01_O1933_D2022-09-07_L310_W0321_S2,310,321,A1,2500 ,4,생사료(MP),70,,,,,,,00000017
1934,HM,220907,HM090702,F03_U01_O1934_D2022-09-07_L310_W0317_S2,310,317,A1,2500 ,4,생사료(MP),70,,,,,,,00000001
1935,HM,220907,HM090703,F03_U01_O1935_D2022-09-07_L320_W0354_S2,320,354,A1,2500 ,4,생사료(MP),70,,,,,,,00000021
1936,HM,220907,HM090704,F03_U01_O1936_D2022-09-07_L295_W0285_S2,295,285,A1,2500 ,4,생사료(MP),70,,,,,,,00000021
1937,HM,220907,HM090705,F03_U01_O1937_D2022-09-07_L320_W0307_S2,320,307,A1,2500 ,4,생사료(MP),70,,,,,,,00000021
1938,HM,220907,HM090706,F03_U01_O1938_D2022-09-07_L330_W0352_S2,330,352,A1,2500 ,4,생사료(MP),70,,,,,,,00000021
1939,HM,220907,HM090707,F03_U01_O1939_D2022-09-07_L325_W0367_S2,325,367,A1,2500 ,4,생사료(MP),70,,,,,,,00000021
1940,HM,220907,HM090708,F03_U01_O1940_D2022-09-07_L305_W0289_S2,305,289,A1,2500 ,4,생사료(MP),70,,,,,,,00000021
1941,HM,220907,HM090709,F03_U01_O1941_D2022-09-07_L310_W0303_S2,310,303,A1,2500 ,4,생사료(MP),70,,,,,,,00000017
1942,HM,220907,HM090710,F03_U01_O1942_D2022-09-07_L285_W0264_S2,285,264,A1,2500 ,4,생사료(MP),70,,,,,,,00000021
1943,HM,220907,HM090711,F03_U01_O1943_D2022-09-07_L305_W0322_S2,305,322,A1,2500 ,4,생사료(MP),70,,,,,,,00000021
1944,HM,220907,HM090712,F03_U01_O1944_D2022-09-07_L335_W0368_S2,335,368,A1,2500 ,4,생사료(MP),70,,,,,,,00000021
1945,HM,220907,HM090713,F03_U01_O1945_D2022-09-07_L275_W0218_S2,275,218,A1,2500 ,4,생사료(MP),70,,,,,,,00000021
1946,HM,220907,HM090714,F03_U01_O1946_D2022-09-07_L310_W0336_S2,310,336,A1,2500 ,4,생사료(MP),70,,,,,,,00000021
1947,HM,220907,HM090715,F03_U01_O1947_D2022-09-07_L300_W0287_S2,300,287,A1,2500 ,4,생사료(MP),70,,,,,,,00000021
1948,HM,220907,HM090716,F03_U01_O1948_D2022-09-07_L300_W0295_S2,300,295,A1,2500 ,4,생사료(MP),70,,,,,,,00000021
1949,HM,220907,HM090717,F03_U01_O1949_D2022-09-07_L280_W0246_S2,280,246,A1,2500 ,4,생사료(MP),70,,,,,,,00000021
1950,HM,220907,HM090718,F03_U01_O1950_D2022-09-07_L325_W0372_S2,325,372,A1,2500 ,4,생사료(MP),70,,,,,,,00000021
1951,HM,220907,HM090719,F03_U01_O1951_D2022-09-07_L305_W0318_S2,305,318,A1,2500 ,4,생사료(MP),70,,,,,,,00000021
1952,IC,220907,IC090701,F02_U01_O1952_D2022-09-07_L385_W0660_S3,385,660,신설동1,1700 ,3,생사료(MP),50,,,,,,,00060718
1953,IC,220907,IC090702,F02_U01_O1953_D2022-09-07_L340_W0415_S2,340,415,신설동1,1700 ,3,생사료(MP),50,,,,,,,00060718
1954,IC,220907,IC090703,F02_U01_O1954_D2022-09-07_L420_W0752_S3,420,752,신설동1,1700 ,3,생사료(MP),50,,,,,,,00000607
1955,IC,220907,IC090704,F02_U01_O1955_D2022-09-07_L345_W0606_S3,345,606,신설동1,1700 ,3,생사료(MP),50,,,,,,,00000607
1956,IC,220907,IC090705,F02_U01_O1956_D2022-09-07_L345_W0402_S2,345,402,신설동1,1700 ,3,생사료(MP),50,,,,,,,00000607
1957,IC,220907,IC090706,F02_U01_O1957_D2022-09-07_L375_W0608_S3,375,608,신설동1,1700 ,3,생사료(MP),50,,,,,,,00000607
1958,IC,220907,IC090707,F02_U01_O1958_D2022-09-07_L385_W0636_S3,385,636,신설동1,1700 ,3,생사료(MP),50,,,,,,,00000607
1959,IC,220907,IC090708,F02_U01_O1959_D2022-09-07_L345_W0424_S2,345,424,신설동1,1700 ,3,생사료(MP),50,,,,,,,00060718
1960,IC,220907,IC090709,F02_U01_O1960_D2022-09-07_L345_W0393_S2,345,393,신설동1,1700 ,3,생사료(MP),50,,,,,,,02060718
1961,IC,220907,IC090710,F02_U01_O1961_D2022-09-07_L380_W0499_S2,380,499,신설동1,1700 ,3,생사료(MP),50,,,,,,,00000607
1962,IC,220907,IC090711,F02_U01_O1962_D2022-09-07_L365_W0459_S2,365,459,신설동1,1700 ,3,생사료(MP),50,,,,,,,06071318
1963,IC,220907,IC090712,F02_U01_O1963_D2022-09-07_L410_W0828_S3,410,828,신설동1,1700 ,3,생사료(MP),50,,,,,,,00000607
1964,IC,220907,IC090713,F02_U01_O1964_D2022-09-07_L360_W0543_S3,360,543,신설동1,1700 ,3,생사료(MP),50,,,,,,,00000006
1965,IC,220907,IC090714,F02_U01_O1965_D2022-09-07_L340_W0440_S2,340,440,신설동1,1700 ,3,생사료(MP),50,,,,,,,00000618
1966,IC,220907,IC090715,F02_U01_O1966_D2022-09-07_L385_W0659_S3,385,659,신설동1,1700 ,3,생사료(MP),50,,,,,,,00000006
1967,IC,220907,IC090716,F02_U01_O1967_D2022-09-07_L340_W0416_S2,340,416,신설동1,1700 ,3,생사료(MP),50,,,,,,,00000206
1968,IC,220907,IC090717,F02_U01_O1968_D2022-09-07_L370_W0561_S3,370,561,신설동1,1700 ,3,생사료(MP),50,,,,,,,00000206
1969,IC,220907,IC090718,F02_U01_O1969_D2022-09-07_L295_W0174_S1,295,174,신설동1,1700 ,3,생사료(MP),50,,,,,,,06071318
1970,OS,220907,OS090701,F01_U01_O1970_D2022-09-07_L360_W0536_S3,360,536,A5,3200 ,5,생사료(MP),90,,,,,,,00000614
1971,OS,220907,OS090702,F01_U01_O1971_D2022-09-07_L310_W0267_S2,310,267,A2,3200 ,2,생사료(MP),90,,,,,,,00000618
1972,OS,220907,OS090703,F01_U01_O1972_D2022-09-07_L360_W0435_S2,360,435,A3,3200 ,4,생사료(MP),80,,,,,,,00000006
1973,OS,220907,OS090704,F01_U01_O1973_D2022-09-07_L385_W0478_S2,385,478,A4,3200 ,1,생사료(MP),90,,,,,,,00000017
1974,OS,220907,OS090705,F01_U01_O1974_D2022-09-07_L355_W0387_S2,355,387,B2,3500 ,0,생사료(MP),100,,,,,,,00000021
1975,OS,220907,OS090706,F01_U01_O1975_D2022-09-07_L350_W0448_S2,350,448,B3,3500 ,0,생사료(MP),100,,,,,,,00001417
1976,OS,220907,OS090707,F01_U01_O1976_D2022-09-07_L340_W0312_S2,340,312,B5,3500 ,2,생사료(MP),100,,,,,,,00000713
1977,OS,220907,OS090708,F01_U01_O1977_D2022-09-07_L345_W0415_S2,345,415,B6,3500 ,2,생사료(MP),100,,,,,,,00000717
1978,OS,220907,OS090709,F01_U01_O1978_D2022-09-07_L355_W0377_S2,355,377,B7,3500 ,6,생사료(MP),90,,,,,,,00060711
1979,OS,220907,OS090710,F01_U01_O1979_D2022-09-07_L335_W0309_S2,335,309,C4,3000 ,10,생사료(MP),80,,,,,,,00000007
1980,OS,220907,OS090711,F01_U01_O1980_D2022-09-07_L340_W0325_S2,340,325,C5,3000 ,9,생사료(MP),80,,,,,,,00000007
1981,OS,220907,OS090712,F01_U01_O1981_D2022-09-07_L350_W0372_S2,350,372,D1,3000 ,4,생사료(MP),80,,,,,,,00000711
1982,OS,220907,OS090713,F01_U01_O1982_D2022-09-07_L340_W0357_S2,340,357,D2,3000 ,5,생사료(MP),80,,,,,,,00000007
1983,HM,220908,HM090801,F03_U01_O1983_D2022-09-08_L290_W0302_S2,290,302,A2,2900 ,2,생사료(MP),80,,,,,,,00000021
1984,HM,220908,HM090802,F03_U01_O1984_D2022-09-08_L300_W0319_S2,300,319,A2,2900 ,2,생사료(MP),80,,,,,,,00000021
1985,HM,220908,HM090803,F03_U01_O1985_D2022-09-08_L270_W0237_S2,270,237,A2,2900 ,2,생사료(MP),80,,,,,,,00000021
1986,HM,220908,HM090804,F03_U01_O1986_D2022-09-08_L280_W0270_S2,280,270,A2,2900 ,2,생사료(MP),80,,,,,,,00000021
1987,HM,220908,HM090805,F03_U01_O1987_D2022-09-08_L240_W0164_S1,240,164,A2,2900 ,2,생사료(MP),80,,,,,,,00000021
1988,HM,220908,HM090806,F03_U01_O1988_D2022-09-08_L310_W0402_S2,310,402,A2,2900 ,2,생사료(MP),80,,,,,,,00000021
1989,HM,220908,HM090807,F03_U01_O1989_D2022-09-08_L280_W0283_S2,280,283,A2,2900 ,2,생사료(MP),80,,,,,,,00000001
1990,HM,220908,HM090808,F03_U01_O1990_D2022-09-08_L260_W0208_S2,260,208,A2,2900 ,2,생사료(MP),80,,,,,,,00000021
1991,HM,220908,HM090809,F03_U01_O1991_D2022-09-08_L290_W0330_S2,290,330,A2,2900 ,2,생사료(MP),80,,,,,,,00000021
1992,HM,220908,HM090810,F03_U01_O1992_D2022-09-08_L270_W0330_S2,270,330,A2,2900 ,2,생사료(MP),80,,,,,,,00000017
1993,HM,220908,HM090811,F03_U01_O1993_D2022-09-08_L270_W0262_S2,270,262,A2,2900 ,2,생사료(MP),80,,,,,,,00000017
1994,HM,220908,HM090812,F03_U01_O1994_D2022-09-08_L265_W0219_S2,265,219,A2,2900 ,2,생사료(MP),80,,,,,,,00000021
1995,HM,220908,HM090813,F03_U01_O1995_D2022-09-08_L270_W0227_S2,270,227,A2,2900 ,2,생사료(MP),80,,,,,,,00000021
1996,HM,220908,HM090814,F03_U01_O1996_D2022-09-08_L300_W0321_S2,300,321,A2,2900 ,2,생사료(MP),80,,,,,,,00000021
1997,HM,220908,HM090815,F03_U01_O1997_D2022-09-08_L280_W0251_S2,280,251,A2,2900 ,2,생사료(MP),80,,,,,,,00000021
1998,HM,220908,HM090816,F03_U01_O1998_D2022-09-08_L270_W0277_S2,270,277,A2,2900 ,2,생사료(MP),80,,,,,,,00000021
1999,HM,220908,HM090817,F03_U01_O1999_D2022-09-08_L280_W0283_S2,280,283,A2,2900 ,2,생사료(MP),80,,,,,,,00000021
2000,HM,220908,HM090818,F03_U01_O2000_D2022-09-08_L285_W0251_S2,285,251,A2,2900 ,2,생사료(MP),80,,,,,,,00000001
2001,HM,220908,HM090819,F03_U01_O2001_D2022-09-08_L300_W0332_S2,300,332,A2,2900 ,2,생사료(MP),80,,,,,,,00000021
2002,HM,220908,HM090820,F03_U01_O2002_D2022-09-08_L250_W0219_S2,250,219,A2,2900 ,2,생사료(MP),80,,,,,,,00000017
2003,HM,220908,HM090821,F03_U01_O2003_D2022-09-08_L230_W0143_S1,230,143,A2,2900 ,2,생사료(MP),80,,,,,,,00000021
2004,TP,220908,TP090801,F04_U01_O2004_D2022-09-08_L330_W0359_S2,330,359,A1,3000 ,0,생사료(MP),80,,,,,,,00000007
2005,TP,220908,TP090802,F04_U01_O2005_D2022-09-08_L380_W0504_S3,380,504,A1,3000 ,0,생사료(MP),80,,,,,,,00000021
2006,TP,220908,TP090803,F04_U01_O2006_D2022-09-08_L325_W0361_S2,325,361,A2,3000 ,1,생사료(MP),80,,,,,,,00000007
2007,TP,220908,TP090804,F04_U01_O2007_D2022-09-08_L330_W0367_S2,330,367,A2,3000 ,1,생사료(MP),80,,,,,,,00000018
2008,TP,220908,TP090805,F04_U01_O2008_D2022-09-08_L315_W0329_S2,315,329,A3,3000 ,0,생사료(MP),80,,,,,,,00000007
2009,TP,220908,TP090806,F04_U01_O2009_D2022-09-08_L420_W0833_S3,420,833,A3,3000 ,0,생사료(MP),80,,,,,,,00000007
2010,TP,220908,TP090807,F04_U01_O2010_D2022-09-08_L405_W0554_S3,405,554,A4,3000 ,1,생사료(MP),80,,,,,,,00071318
2011,TP,220908,TP090808,F04_U01_O2011_D2022-09-08_L340_W0385_S2,340,385,A4,3000 ,1,생사료(MP),80,,,,,,,00000007
2012,TP,220908,TP090809,F04_U01_O2012_D2022-09-08_L370_W0491_S2,370,491,A5,3000 ,1,생사료(MP),80,,,,,,,00000007
2013,TP,220908,TP090810,F04_U01_O2013_D2022-09-08_L320_W0203_S2,320,203,A5,3000 ,1,생사료(MP),80,,,,,,,00000007
2014,TP,220908,TP090811,F04_U01_O2014_D2022-09-08_L285_W0192_S1,285,192,A6,3000 ,2,생사료(MP),80,,,,,,,00060713
2015,TP,220908,TP090812,F04_U01_O2015_D2022-09-08_L300_W0213_S2,300,213,A6,3000 ,2,생사료(MP),80,,,,,,,00060713
2016,TP,220908,TP090813,F04_U01_O2016_D2022-09-08_L310_W0114_S1,310,114,C1,2800 ,0,생사료(MP),80,,,,,,,00000007
2017,TP,220908,TP090814,F04_U01_O2017_D2022-09-08_L345_W0304_S2,345,304,C1,2800 ,0,생사료(MP),80,,,,,,,00000713
2018,TP,220908,TP090815,F04_U01_O2018_D2022-09-08_L310_W0271_S2,310,271,C2,2800 ,1,생사료(MP),80,,,,,,,00060713
2019,IC,220908,IC090801,F02_U01_O2019_D2022-09-08_L380_W0578_S3,380,578,B1,400 ,0,생사료(MP),30,,,,,,,00000021
2020,IC,220908,IC090802,F02_U01_O2020_D2022-09-08_L385_W0606_S3,385,606,B1,400 ,0,생사료(MP),30,,,,,,,00020618
2021,IC,220908,IC090803,F02_U01_O2021_D2022-09-08_L370_W0567_S3,370,567,B1,400 ,0,생사료(MP),30,,,,,,,00000006
2022,IC,220908,IC090804,F02_U01_O2022_D2022-09-08_L400_W0812_S3,400,812,B1,400 ,0,생사료(MP),30,,,,,,,00000021
2023,IC,220908,IC090805,F02_U01_O2023_D2022-09-08_L380_W0520_S3,380,520,B1,400 ,0,생사료(MP),30,,,,,,,00000021
2024,IC,220908,IC090806,F02_U01_O2024_D2022-09-08_L405_W0758_S3,405,758,B1,400 ,0,생사료(MP),30,,,,,,,00000021
2025,IC,220908,IC090807,F02_U01_O2025_D2022-09-08_L275_W0203_S2,275,203,B1,400 ,0,생사료(MP),30,,,,,,,00000019
2026,IC,220908,IC090808,F02_U01_O2026_D2022-09-08_L375_W0539_S3,375,539,B1,400 ,0,생사료(MP),30,,,,,,,00000618
2027,IC,220908,IC090809,F02_U01_O2027_D2022-09-08_L400_W0720_S3,400,720,B1,400 ,0,생사료(MP),30,,,,,,,00000619
2028,IC,220908,IC090810,F02_U01_O2028_D2022-09-08_L385_W0589_S3,385,589,B1,400 ,0,생사료(MP),30,,,,,,,00000006
2029,IC,220908,IC090811,F02_U01_O2029_D2022-09-08_L350_W0438_S2,350,438,B1,400 ,0,생사료(MP),30,,,,,,,00000021
2030,IC,220908,IC090812,F02_U01_O2030_D2022-09-08_L290_W0226_S2,290,226,B1,400 ,0,생사료(MP),30,,,,,,,00000021
2031,IC,220908,IC090813,F02_U01_O2031_D2022-09-08_L300_W0279_S2,300,279,B1,400 ,0,생사료(MP),30,,,,,,,00000021
2032,IC,220908,IC090814,F02_U01_O2032_D2022-09-08_L350_W0398_S2,350,398,B1,400 ,0,생사료(MP),30,,,,,,,00000021
2033,IC,220913,IC091301,F02_U01_O2033_D2022-09-13_L380_W0542_S3,380,542,B1,400 ,0,생사료(MP),30,,,,,,,00000613
2034,IC,220913,IC091302,F02_U01_O2034_D2022-09-13_L385_W0580_S3,385,580,B1,400 ,0,생사료(MP),30,,,,,,,00000006
2035,IC,220913,IC091303,F02_U01_O2035_D2022-09-13_L310_W0365_S2,310,365,B1,400 ,0,생사료(MP),30,,,,,,,00000006
2036,IC,220913,IC091304,F02_U01_O2036_D2022-09-13_L395_W0609_S3,395,609,B1,400 ,0,생사료(MP),30,,,,,,,00000006
2037,IC,220913,IC091305,F02_U01_O2037_D2022-09-13_L370_W0624_S3,370,624,B1,400 ,0,생사료(MP),30,,,,,,,00000006
2038,IC,220913,IC091306,F02_U01_O2038_D2022-09-13_L385_W0688_S3,385,688,B1,400 ,0,생사료(MP),30,,,,,,,00000006
2039,IC,220913,IC091307,F02_U01_O2039_D2022-09-13_L365_W0505_S3,365,505,B1,400 ,0,생사료(MP),30,,,,,,,00000006
